12443	246	120	259	135	0
12447	186	120	199	135	0

#HOLDING_KOOPAS_WALK_RIGHT&LEFT
12453	276	120	291	135	0
12457	155	120	170	135	0

#####  FIRE ###############
#IDLE
13121	246	394	259	421	0
13111	186	394	199	421	0

#WALKING RIGHT
13222	275	394	290	421	0
13223	305	395	320	420	0

#WALKING LEFT
13212	155	394	170	421	0
13213	125	395	140	420	0

#RUNNING RIGHT
13321	362	394	381	421	0
13322	392	395	411	420	0
13323	334	394	353	421	0

#RUNNING LEFT
13311	65	394	84	421	0
13312	35	395	54	420	0
13313	93	394	112	421	0

#JUMP WALK RIGHT & LEFT
13417	395	515	410	540	0
13413	35	515	50	540	0

#JUMP RUN RIGHT & LEFT
13427	394	435	413	460	0
13423	35	435	52	460	0

#SIT RIGHT & LEFT 
13521	426	479	439	496	0
13511	6	479	19	496	0

#BRACE RIGHT & LEFT 
13621	425	394	440	421	0
13611	5	394	20	421	0

#DIE
#13001	215	120	234	137	0

#KICK KOOPAS RIGHT & LEFT
13721	423	514	444	541	0
13711	2	514	23	541	0

#HOLDING_KOOPAS_IDLE_RIGHT&LEFT
13821	336	474	349	501	0
13811	96	474	109	501	0

#HOLDING_KOOPAS_WALK_RIGHT&LEFT
13921	276	554	291	581	0
13922	305	555	320	580	0

13931	155	554	170	581	0
13932	125	555	140	580	0

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
################### BIG #################
# IDLE RIGHT & LEFT
100	11121	100
101	11111	100

#WALKING RIGHT & LEFT 
110	11121	100	11222	100	11223	100
111	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
120	11321	50	11322	50	11323	50
121	11311	50	11312	50	11313	50

#JUMP WALK
130	11417	100
131	11413	100

#JUMP RUN
140	11427	100
141	11423	100

#SIT RIGHT & LEFT 
150	11521	100
151	11511	100

#BRACE RIGHT & LEFT 
160	11621	100
161	11611	100

#KICK KOOPAS RIGHT & LEFT
170	11721	100
171	11711	100

#HOLDING_KOOPAS_IDLE_RIGHT&LEFT
180	11821	100
181	11811	100

#HOLDING_KOOPAS_WALK_RIGHT&LEFT
190	11921	100	11922	100	11821	100
191	11931	100	11932	100	11811	100

#HOLDING_KOOPAS_JUMP_RIGHT&LEFT
200	11922	100
201	11932	100

#DIE
999	13001	100

################### SMALL #################
#IDLE
1100	12121	100
1101	12111	100

#WALK LEFT & RIGHT 
1110	12121	100	12223	100
1111	12111	100	12213	100

#RUN LEFT & RIGHT
1120	12321	100	12323	100
1121	12311	100	12313	100

#JUMP WALK
1130	12417	100
1131	12413	100

#JUMP RUN 
1140	12427	100
1141	12423	100

#SIT RIGHT & LEFT 
1150	12121	100
1151	12111	100

#BRACE LEFT & RIGHT
1160	12511	100
1161	12521	100

#KICK KOOPAS RIGHT & LEFT
1170	12437	100
1171	12433	100

#HOLDING_KOOPAS_IDLE_RIGHT&LEFT
1180	12443	100
1181	12447	100

#HOLDING_KOOPAS_WALK_RIGHT&LEFT
1190	12443	100	12453	100
1191	12447	100	12457	100

#HOLDING_KOOPAS_JUMP_RIGHT&LEFT
1200	12453	100
1201	12457	100

################### FIRE #################
# IDLE RIGHT & LEFT
2100	13121	100
2101	13111	100

#WALKING RIGHT & LEFT 
2110	13121	100	13222	100	13223	100
2111	13111	100	13212	100	13213	100

#RUNNING RIGHT & LEFT
2120	13321	50	13322	50	13323	50
2121	13311	50	13312	50	13313	50

#JUMP WALK
2130	13417	100
2131	13413	100

#JUMP RUN
2140	13427	100
2141	13423	100

#SIT RIGHT & LEFT 
2150	13521	100
2151	13511	100

#BRACE RIGHT & LEFT 
2160	13621	100
2161	13611	100

#KICK KOOPAS RIGHT & LEFT
2170	13721	100
2171	13711	100

#HOLDING_KOOPAS_IDLE_RIGHT&LEFT
2180	13821	100
2181	13811	100

#HOLDING_KOOPAS_WALK_RIGHT&LEFT
2190	13921	100	13922	100	13821	100
2191	13931	100	13932	100	13811	100

#HOLDING_KOOPAS_JUMP_RIGHT&LEFT
2200	13922	100
2201	13932	100
