13427	394	435	413	460	0
13423	35	435	52	460	0

#SIT RIGHT & LEFT 
13521	426	479	439	496	0
13511	6	479	19	496	0

#SKID RIGHT & LEFT 
13621	425	394	440	421	0
13611	5	394	20	421	0

#KICK KOOPAS RIGHT & LEFT
13721	54	269	75	296	100
13711	340	121	361	148	100

#HOLDING_KOOPAS_IDLE_RIGHT&LEFT
13821	118	269	131	296	100
13811	284	121	297	148	100

#HOLDING_KOOPAS_WALK_RIGHT&LEFT
13921	100	269	113	296	100
13922	80	270	95	295	100

13931	302	121	317	148	100
13932	320	122	335	147	100

#MARIO FRONT 
13941	215	394	230	421	0

##########  RACCOON ###############
#IDLE
14121	394	235	415	262	100
14111	0	87	21	114	100

#WALKING RIGHT
14222	368	235	389	262	100
14223	340	235	363	262	100

#WALKING LEFT
14212	52	87	75	114	100
14213	26	87	47	114	100

#RUNNING RIGHT
14321	210	235	233	262	100
14322	184	235	207	262	100
14323	158	235	181	262	100

#RUNNING LEFT
14311	182	87	205	114	100
14312	208	87	231	114	100
14313	234	87	257	114	100

#JUMP WALK RIGHT & LEFT
14417	288	235	311	262	100
14413	104	87	127	114	100

#FALL WALK RIGHT & LEFT
14437	262	235	285	262	100
14433	130	87	153	114	100

#JUMP RUN RIGHT & LEFT
14427	132	235	155	262	100
14423	260	87	283	114	100

#FALL RUN RIGHT & LEFT
14428	80	235	103	262	100
14424	312	87	335	114	100

#SIT RIGHT & LEFT 
14521	316	245	337	262	100
14511	78	97	99	114	100

#SKID RIGHT & LEFT 
14621	62	235	77	262	100
14611	338	87	353	114	100

#KICK KOOPAS RIGHT & LEFT
14721	314	268	335	295	100
14711	80	120	101	147	100

#HOLDING_KOOPAS_IDLE_RIGHT&LEFT
14821	394	268	415	295	100
14811	0	120	21	147	100

#HOLDING_KOOPAS_WALK_RIGHT&LEFT
14921	368	268	389	295	100
14922	340	268	363	295	100

14931	26	120	47	147	100
14932	52	120	75	147	100

#TAIL FRONT & BACK  AND  ATTACK RIGHT LEFT
14941	356	87	371	114	100
14942	400	87	415	114	100

14951	374	87	397	114	100
14952	18	235	41	262	100

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
################### SMALL #################
#IDLE
1100	11121	100
1101	11111	100

#WALK LEFT & RIGHT 
1110	11121	100	11223	100
1111	11111	100	11213	100

#RUN LEFT & RIGHT
1120	11321	30	11323	30
1121	11311	30	11313	30

#JUMP WALK
1130	11417	100
1131	11413	100

#JUMP RUN 
1140	11427	100
1141	11423	100

#SIT RIGHT & LEFT 
1150	11121	100
1151	11111	100

#SKID LEFT & RIGHT
1160	11511	100
1161	11521	100

#KICK KOOPAS RIGHT & LEFT
1170	11437	100
1171	11433	100

#HOLDING_KOOPAS_IDLE_RIGHT&LEFT
1180	11443	100
1181	11447	100

#HOLDING_KOOPAS_WALK_RIGHT&LEFT
1190	11443	100	11453	100
1191	11447	100	11457	100

#HOLDING_KOOPAS_JUMP_RIGHT&LEFT
1200	11453	100
1201	11457	100

#MARIO IDLE FRONT 
1221	11941	100

#FALL WALK RIGHT&LEFT 
1230	11417	100
1231	11413	100

#WALK LEFT & RIGHT 
1240	11121	60	11223	60
1241	11111	60	11213	60

#FALL JUMP RUN RIGHT&LEFT 
1250	11427	100
1251	11423	100

#CHANGE SMALL TO BIG RIGHT & LEFT 
1260	11121	70	11121	70
1261	11111	70	11111	70

#DIE
999	13001	100

################### BIG #################
# IDLE RIGHT & LEFT
2100	12121	100
2101	12111	100

#WALKING RIGHT & LEFT 
2110	12121	100	12222	100	12223	100
2111	12111	100	12212	100	12213	100

#RUNNING RIGHT & LEFT
2120	12321	30	12322	30	12323	30
2121	12311	30	12312	30	12313	30

#JUMP WALK
2130	12417	100
2131	12413	100

#JUMP RUN
2140	12427	100
2141	12423	100

#SIT RIGHT & LEFT 
2150	12521	100
2151	12511	100

#SKID RIGHT & LEFT 
2160	12621	100
2161	12611	100

#KICK KOOPAS RIGHT & LEFT
2170	12721	100
2171	12711	100

#HOLDING_KOOPAS_IDLE_RIGHT&LEFT
2180	12821	100
2181	12811	100

#HOLDING_KOOPAS_WALK_RIGHT&LEFT
2190	12921	100	12922	100	12821	100
2191	12931	100	12932	100	12811	100

#HOLDING_KOOPAS_JUMP_RIGHT&LEFT
2200	12922	100
2201	12932	100

#MARIO IDLE FRONT 
2221	12941	100

#FALL WALK RIGHT&LEFT 
2230	12223	100
2231	12213	100

#WALKING FAST RIGHT & LEFT 
2240	12121	60	12222	60	12223	60
2241	12111	60	12212	60	12213	60

#FALL JUMP RUN RIGHT&LEFT 
2250	12427	100
2251	12423	100

#CHANGE SMALL TO BIG RIGHT & LEFT 
2260	12121	70	11121	70
2261	12111	70	11111	70

#SMOKE EFFECT
2270	46001	150	46002	150	46003	150	46004	150

#MARIO TOPPLE 
2280	12961	100
#MARIO LOOK UP
2281	12962	100

################### FIRE #################
# IDLE RIGHT & LEFT
3100	13121	100
3101	13111	100

#WALKING RIGHT & LEFT 
3110	13121	100	13222	100	13223	100
3111	13111	100	13212	100	13213	100

#RUNNING RIGHT & LEFT
3120	13321	30	13322	30	13323	30
3121	13311	30	13312	30	13313	30

#JUMP WALK
3130	13417	100
3131	13413	100

#JUMP RUN
3140	13427	100
3141	13423	100

#SIT RIGHT & LEFT 
3150	13521	100
3151	13511	100

#SKID RIGHT & LEFT 
3160	13621	100
3161	13611	100

#KICK KOOPAS RIGHT & LEFT
3170	13721	100
3171	13711	100

#HOLDING_KOOPAS_IDLE_RIGHT&LEFT
3180	13821	100
3181	13811	100

#HOLDING_KOOPAS_WALK_RIGHT&LEFT
3190	13921	100	13922	100	13821	100
3191	13931	100	13932	100	13811	100

#HOLDING_KOOPAS_JUMP_RIGHT&LEFT
3200	13922	100
3201	13932	100

#MARIO IDLE FRONT 
3221	13941	100

#FALL WALK RIGHT&LEFT 
3230	13223	100
3231	13213	100

#WALKING FAST RIGHT & LEFT 
3240	13121	60	13222	60	13223	60
3241	13111	60	13212	60	13213	60

#FALL JUMP RUN RIGHT&LEFT 
3250	13427	100
3251	13423	100

#SMOKE EFFECT
3270	46001	150	46002	150	46003	150	46004	150

################### RACCOON #################
# IDLE RIGHT & LEFT
4100	14121	100
4101	14111	100

#WALKING RIGHT & LEFT 
4110	14121	100	14222	100	14223	100
4111	14111	100	14212	100	14213	100

#RUNNING RIGHT & LEFT
4120	14321	30	14322	30	14323	30
4121	14311	30	14312	30	14313	30

#JUMP WALK
4130	14417	100
4131	14413	100

#JUMP RUN
4140	14427	100
4141	14423	100

#SIT RIGHT & LEFT 
4150	14521	100
4151	14511	100

#SKID RIGHT & LEFT 
4160	14621	100
4161	14611	100

#KICK KOOPAS RIGHT & LEFT
4170	14721	100
4171	14711	100

#HOLDING_KOOPAS_IDLE_RIGHT&LEFT
4180	14821	100
4181	14811	100

#HOLDING_KOOPAS_WALK_RIGHT&LEFT
4190	14921	100	14922	100	14821	100
4191	14931	100	14932	100	14811	100

#HOLDING_KOOPAS_JUMP_RIGHT&LEFT
4200	14922	100
4201	14932	100

#TAIL ATTACK RIGHT&LEFT 
4210	14952	100
4211	14951	100

#TAIL IDLE BACK & FRONT 
4220	14942	100
4221	14941	100

#FALL WALK RIGHT&LEFT 
4230	14437	100
4231	14433	100

#WALKING FAST RIGHT & LEFT 
4240	14121	60	14222	60	14223	60
4241	14111	60	14212	60	14213	60

#FALL JUMP RUN RIGHT&LEFT 
4250	14428	100
4251	14424	100

#SMOKE EFFECT
4270	46001	150	46002	150	46003	150	46004	150
